Site	Street Number	Prefix	Street Name	Suffix	Site City	Site State	Site Zip5	Initial Meter Set Date
576937284	20750	N	87	ST	SCOTTSDALE	ARIZONA	85255	11/2/2010 12:00:00 AM
577132388	1501	NW	GRAND	AVE	PHOENIX	ARIZONA	85007	10/13/2011 12:00:00 AM
577909282	6231	E	MARK	WAY	CAVE CREEK	ARIZONA	85331	1/20/2012 12:00:00 AM
577971386	7000	N	16	ST	PHOENIX	ARIZONA	85020	3/11/2011 12:00:00 AM
578212380	133	W	6	ST	TEMPE	ARIZONA	85281	8/12/2011 12:00:00 AM
578409288	12896	S	183	AVE	GOODYEAR	ARIZONA	85338	7/12/2011 12:00:00 AM
578519288	10827	W	COTTONTAIL	LN	PEORIA	ARIZONA	85383	12/30/2011 12:00:00 AM
578547287	16121	W	BERKELEY	RD	GOODYEAR	ARIZONA	85395	1/19/2012 12:00:00 AM
578561382	1095	W	RIO SALADO	PKWY	TEMPE	ARIZONA	85281	3/1/2011 12:00:00 AM
578652385	1525	S	YUMA PALMS	PKWY	YUMA	ARIZONA	85365	3/22/2012 12:00:00 AM
578728284	3706	E	ZACHARY	DR	PHOENIX	ARIZONA	85050	10/27/2010 12:00:00 AM
578751385	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	3/30/2011 12:00:00 AM
578861388	44019	N	BLACK CANYON	HWY	NEW RIVER	ARIZONA	85087	7/21/2011 12:00:00 AM
578871389	18348	S	HENLEY	AVE	KIRKLAND	ARIZONA	86332	4/22/2011 12:00:00 AM
578951388	30210	N	HIGHWAY 60	 	WICKENBURG	ARIZONA	85390	12/17/2010 12:00:00 AM
578965283	12418	W	DENTON	ST	LITCHFIELD PARK	ARIZONA	85340	5/23/2011 12:00:00 AM
579061382	16334	W	CHEERY LYNN	RD	GOODYEAR	ARIZONA	85395	6/28/2011 12:00:00 AM
579248283	14853	S	ESCONDIDO	DR	LITCHFIELD PARK	ARIZONA	85340	10/21/2011 12:00:00 AM
579362385	834	E	MAREA	ST	SAN LUIS	ARIZONA	85349	2/20/2012 12:00:00 AM
579461380	250	E	OWENS	ST	SHOW LOW	ARIZONA	85901	1/7/2011 12:00:00 AM
579561384	3319	N	163	DR	GOODYEAR	ARIZONA	85395	3/22/2012 12:00:00 AM
579562381	615	E	WEBER	DR	TEMPE	ARIZONA	85281	3/1/2012 12:00:00 AM
579877284	27233	N	91	DR	PEORIA	ARIZONA	85383	1/4/2011 12:00:00 AM
579919283	10833	W	COTTONTAIL	LN	PEORIA	ARIZONA	85383	12/21/2011 12:00:00 AM
579928280	3769	E	COVEY	LN	PHOENIX	ARIZONA	85050	1/19/2012 12:00:00 AM
580051381	20172	E	PINTO	DR	MAYER	ARIZONA	86333	10/29/2010 12:00:00 AM
580071389	108	N	40	ST	PHOENIX	ARIZONA	85034	7/14/2011 12:00:00 AM
580342382	5714	E	THUNDERBIRD	RD	SCOTTSDALE	ARIZONA	85254	1/17/2012 12:00:00 AM
580349286	13765	W	AUTO	DR	GOODYEAR	ARIZONA	85338	10/13/2011 12:00:00 AM
580412389	10076	N	21	AVE	PHOENIX	ARIZONA	85021	9/27/2011 12:00:00 AM
580491387	1616	W	MARICOPA	ST	PHOENIX	ARIZONA	85007	9/16/2011 12:00:00 AM
580786287	3201	N	BLACK ROCK	RD	BUCKEYE	ARIZONA	85396	12/30/2010 12:00:00 AM
580842386	13886	S	ONAMMI	AVE	YUMA	ARIZONA	85367	12/20/2011 12:00:00 AM
580881386	4545	N	HUNT	HWY	FLORENCE	ARIZONA	85132	4/20/2011 12:00:00 AM
580891388	 	 	MP917.78 CASA GRANDE	 	CASA GRANDE	ARIZONA	85122	7/26/2011 12:00:00 AM
581132385	4570	N	CENTRAL	AVE	PHOENIX	ARIZONA	85012	10/5/2011 12:00:00 AM
581151384	3400	S	KOFA	DR	FLAGSTAFF	ARIZONA	86001	11/24/2010 12:00:00 AM
581152384	1002	E	VISTA DEL CERRO	DR	TEMPE	ARIZONA	85281	1/10/2012 12:00:00 AM
581179289	20025	N	20	ST	PHOENIX	ARIZONA	85024	3/13/2012 12:00:00 AM
581491388	1618	W	MARICOPA	ST	PHOENIX	ARIZONA	85007	9/16/2011 12:00:00 AM
581547288	1840	N	162	DR	GOODYEAR	ARIZONA	85395	3/11/2011 12:00:00 AM
581647286	2264	N	162	AVE	GOODYEAR	ARIZONA	85395	11/24/2010 12:00:00 AM
581832383	601	S	FARMER	AVE	TEMPE	ARIZONA	85281	11/4/2011 12:00:00 AM
581969287	17209	 	BACAVI                 3M	 	HOTEVILLA	ARIZONA	86030	11/10/2010 12:00:00 AM
581991382	1665	 	HIGH VALLEY RANCH	RD	PRESCOTT	ARIZONA	86303	11/18/2011 12:00:00 AM
582261386	203	 	GC PAIUTE	CIR	GRAND CANYON	ARIZONA	86023	6/2/2011 12:00:00 AM
582538281	7598	 	CRYSTAL	RD	GLENDALE	ARIZONA	85308	1/17/2012 12:00:00 AM
582619287	10839	W	COTTONTAIL	LN	PEORIA	ARIZONA	85383	1/13/2011 12:00:00 AM
582687283	14897	W	GEORGIA	DR	SURPRISE	ARIZONA	85379	7/15/2011 12:00:00 AM
582769280	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/13/2010 12:00:00 AM
582942384	7804	 	RIVERSIDE	DR	PARKER	ARIZONA	85344	12/15/2011 12:00:00 AM
582971387	6947	N	BDI	BLVD	DOUGLAS	ARIZONA	85607	3/8/2011 12:00:00 AM
583322388	2700	 	MELVILLE	RD	PRESCOTT	ARIZONA	86305	10/20/2011 12:00:00 AM
583487281	13734	N	150	LN	SURPRISE	ARIZONA	85379	2/14/2011 12:00:00 AM
583511380	1900	W	30	ST	YUMA	ARIZONA	85364	11/17/2010 12:00:00 AM
583532381	380	W	RODEO	RD	CASA GRANDE	ARIZONA	85122	10/11/2011 12:00:00 AM
583538283	16447	W	CIELO GRANDE	AVE	SURPRISE	ARIZONA	85387	8/18/2011 12:00:00 AM
583551382	108	 	GC PAIUTE	CIR	GRAND CANYON	ARIZONA	86023	6/2/2011 12:00:00 AM
583727289	7640	W	GEORGETOWN	WAY	FLORENCE	ARIZONA	85132	12/20/2011 12:00:00 AM
583781382	1613	W	TONTO	ST	PHOENIX	ARIZONA	85007	9/16/2011 12:00:00 AM
583808289	2522	N	RILEY	RD	BUCKEYE	ARIZONA	85396	6/14/2011 12:00:00 AM
583922388	5811	 	CINNAMON	DR	PRESCOTT	ARIZONA	86305	11/1/2011 12:00:00 AM
583989281	2392	E	PERALTA	ST	SAN LUIS	ARIZONA	85349	12/21/2011 12:00:00 AM
584042383	67500	E	PALOMAS	RD	DATELAND	ARIZONA	85333	10/14/2011 12:00:00 AM
584100386	3641	W	37	PL	YUMA	ARIZONA	85365	6/22/2011 12:00:00 AM
584161386	250	E	OWENS	 	SHOW LOW	ARIZONA	85901	1/7/2011 12:00:00 AM
584238281	21822	N	37	TER	PHOENIX	ARIZONA	85050	4/8/2011 12:00:00 AM
584312385	133	W	6	ST	TEMPE	ARIZONA	85281	8/12/2011 12:00:00 AM
584321389	3233	N	ARCHERS	PATH	PRESCOTT	ARIZONA	86305	1/31/2011 12:00:00 AM
584359287	1827	S	237	DR	BUCKEYE	ARIZONA	85326	7/28/2011 12:00:00 AM
584511387	3332	 	KYKOTSMOVI  3M	 	KYKOTSMOVI	ARIZONA	86039	10/28/2010 12:00:00 AM
584517283	2377	N	165	DR	GOODYEAR	ARIZONA	85395	10/7/2011 12:00:00 AM
584551381	1344	W	THUNDERBIRD	RD	PHOENIX	ARIZONA	85023	3/16/2011 12:00:00 AM
584571387	3505	N	31	AVE	PHOENIX	ARIZONA	85017	9/26/2011 12:00:00 AM
584702389	31565	N	WESTLAND	RD	PEORIA	ARIZONA	85383	11/1/2011 12:00:00 AM
584832384	20435	N	7	ST	PHOENIX	ARIZONA	85024	3/28/2012 12:00:00 AM
585232388	3330	E	VAN BUREN	ST	PHOENIX	ARIZONA	85008	11/2/2011 12:00:00 AM
585238287	22636	N	CANDLELIGHT	CT	SUN CITY WEST	ARIZONA	85375	10/18/2011 12:00:00 AM
585297288	18112	W	IVY	LN	SURPRISE	ARIZONA	85388	2/23/2012 12:00:00 AM
585332381	551	E	APACHE	BLVD	TEMPE	ARIZONA	85281	11/28/2011 12:00:00 AM
585398287	21173	N	98	DR	PEORIA	ARIZONA	85382	2/2/2012 12:00:00 AM
585412380	2715	W	PEORIA	AVE	PHOENIX	ARIZONA	85029	8/15/2011 12:00:00 AM
585519285	10845	W	COTTONTAIL	LN	PEORIA	ARIZONA	85383	9/23/2011 12:00:00 AM
585611381	60	 	COPPER CLIFFS	DR	SEDONA	ARIZONA	86336	11/3/2010 12:00:00 AM
585702386	705	W	RIORDAN	RD	FLAGSTAFF	ARIZONA	86001	6/28/2011 12:00:00 AM
585771383	129	 	BRADSHAW	DR	PRESCOTT	ARIZONA	86303	3/25/2011 12:00:00 AM
585819280	2725	E	MINE CREEK	RD	PHOENIX	ARIZONA	85024	3/22/2012 12:00:00 AM
585868289	28471	N	VISTANCIA	BLVD	PEORIA	ARIZONA	85383	1/24/2011 12:00:00 AM
585887288	17520	W	WINDROSE	DR	SURPRISE	ARIZONA	85388	4/14/2011 12:00:00 AM
585938288	5005	W	BARKO	LN	NEW RIVER	ARIZONA	85087	1/19/2012 12:00:00 AM
586021383	1900	W	30	ST	YUMA	ARIZONA	85364	11/18/2010 12:00:00 AM
586071383	16903	N	DEL WEBB	BLVD	SUN CITY	ARIZONA	85351	1/21/2011 12:00:00 AM
586281388	1694	 	ASH	ST	GLOBE	ARIZONA	85501	3/25/2011 12:00:00 AM
586308288	18173	W	LAS PALMARITAS	DR	WADDELL	ARIZONA	85355	12/6/2011 12:00:00 AM
586391385	1615	W	TONTO	ST	PHOENIX	ARIZONA	85007	9/16/2011 12:00:00 AM
586440387	19154	W	MONROE	ST	BUCKEYE	ARIZONA	85326	11/10/2011 12:00:00 AM
586452380	1890	W	COLORADO	ST	YUMA	ARIZONA	85364	1/5/2012 12:00:00 AM
586501380	24402	N	HAYDEN	RD	SCOTTSDALE	ARIZONA	85255	1/4/2012 12:00:00 AM
586508285	2378	N	158	DR	GOODYEAR	ARIZONA	85395	12/7/2011 12:00:00 AM
586619281	10854	W	AVENIDA DEL REY	 	PEORIA	ARIZONA	85383	1/26/2011 12:00:00 AM
586871382	4725	W	SWEET IRON	PASS	PHOENIX	ARIZONA	85083	12/28/2011 12:00:00 AM
587018288	20985	W	EASTVIEW	WAY	BUCKEYE	ARIZONA	85396	5/25/2011 12:00:00 AM
587060381	1629	W	RED BIRD	RD	PHOENIX	ARIZONA	85085	8/18/2011 12:00:00 AM
587060388	1625	W	RED BIRD	RD	PHOENIX	ARIZONA	85085	8/1/2011 12:00:00 AM
587081380	28728	N	129	LN	PEORIA	ARIZONA	85383	7/15/2011 12:00:00 AM
587090386	11886	N	128	ST	SCOTTSDALE	ARIZONA	85259	2/17/2012 12:00:00 AM
587169280	5835	W	PALMAIRE	AVE	GLENDALE	ARIZONA	85301	7/21/2011 12:00:00 AM
587171384	19239	N	CAMINO DEL SOL	 	SUN CITY WEST	ARIZONA	85375	3/3/2011 12:00:00 AM
587479283	5347	E	BARWICK	DR	CAVE CREEK	ARIZONA	85331	1/24/2011 12:00:00 AM
587552383	3291	 	WILLOW CREEK	RD	PRESCOTT	ARIZONA	86301	1/26/2012 12:00:00 AM
587558287	18539	N	97	W	SCOTTSDALE	ARIZONA	85255	11/16/2011 12:00:00 AM
587672388	538	W	MCDOWELL	RD	PHOENIX	ARIZONA	85003	4/10/2012 12:00:00 AM
587711386	85	 	CENTURY	RD	SEDONA	ARIZONA	86336	11/10/2010 12:00:00 AM
587852382	615	E	WEBER	DR	TEMPE	ARIZONA	85281	3/1/2012 12:00:00 AM
588009282	17669	W	CEDARWOOD	LN	GOODYEAR	ARIZONA	85338	4/15/2011 12:00:00 AM
588212380	133	W	6	ST	TEMPE	ARIZONA	85281	8/12/2011 12:00:00 AM
588349284	20473	N	272	AVE	BUCKEYE	ARIZONA	85396	9/23/2011 12:00:00 AM
588351389	240	S	TC MAIN	ST	TUBA CITY	ARIZONA	86045	11/30/2010 12:00:00 AM
588519288	10850	W	AVENIDA DEL REY	 	PEORIA	ARIZONA	85383	3/23/2011 12:00:00 AM
588532382	42441	N	SPUR CROSS	RD	CAVE CREEK	ARIZONA	85331	12/5/2011 12:00:00 AM
588551384	3400	S	KOFA HOUSE PANEL	DR	FLAGSTAFF	ARIZONA	86001	11/24/2010 12:00:00 AM
588617280	20680	W	HAMILTON	ST	BUCKEYE	ARIZONA	85396	9/19/2011 12:00:00 AM
588651389	840	E	MARYLAND	AVE	PHOENIX	ARIZONA	85014	12/14/2010 12:00:00 AM
588671389	205	 	7	ST	HOLBROOK	ARIZONA	86025	2/8/2011 12:00:00 AM
588701382	1900	W	30	ST	YUMA	ARIZONA	85364	10/29/2010 12:00:00 AM
588769288	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/9/2010 12:00:00 AM
588799287	379	N	ESCAMILLA	CT	SAN LUIS	ARIZONA	85349	3/21/2011 12:00:00 AM
588917281	14278	W	CORONADO	RD	GOODYEAR	ARIZONA	85395	6/20/2011 12:00:00 AM
589112380	3469	S	LITZLER	 	FLAGSTAFF	ARIZONA	86001	7/19/2011 12:00:00 AM
589287286	30603	N	129	AVE	PEORIA	ARIZONA	85383	7/13/2011 12:00:00 AM
589291380	1005	S	16	DR	PHOENIX	ARIZONA	85007	9/16/2011 12:00:00 AM
589411381	1900	W	30	ST	YUMA	ARIZONA	85364	10/29/2010 12:00:00 AM
589427285	11671	E	36	ST	YUMA	ARIZONA	85367	3/8/2012 12:00:00 AM
589490383	19720	N	76	ST	SCOTTSDALE	ARIZONA	85255	12/21/2011 12:00:00 AM
589541382	916	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	12/14/2010 12:00:00 AM
589552380	6579	W	GEORGETOWN	 	FLORENCE	ARIZONA	85132	3/9/2012 12:00:00 AM
589652385	13803	W	NORTHERN	AVE	GLENDALE	ARIZONA	85307	4/11/2012 12:00:00 AM
589712380	31776	N	60	ST	CAVE CREEK	ARIZONA	85331	9/2/2011 12:00:00 AM
589797287	21320	N	56	ST	PHOENIX	ARIZONA	85054	3/19/2012 12:00:00 AM
589832382	 	 	MP 935.29	 	ELOY	ARIZONA	85131	12/22/2011 12:00:00 AM
589839283	7077	E	MAYO	BLVD	PHOENIX	ARIZONA	85054	3/24/2011 12:00:00 AM
589890389	4035	S	SUNLIGHT	WAY	YUMA	ARIZONA	85365	4/19/2011 12:00:00 AM
589919283	10846	W	AVENIDA DEL REY	 	PEORIA	ARIZONA	85383	9/1/2011 12:00:00 AM
589928280	3746	E	RINGTAIL	WAY	PHOENIX	ARIZONA	85050	1/19/2012 12:00:00 AM
590037280	18438	W	CAROL	AVE	WADDELL	ARIZONA	85355	7/20/2011 12:00:00 AM
590101380	7882	E	42	PL	YUMA	ARIZONA	85365	1/10/2011 12:00:00 AM
590149287	4017	E	HASHKNIFE	RD	PHOENIX	ARIZONA	85050	3/24/2011 12:00:00 AM
590352389	309	S	GENIUS LOCI	 	PAYSON	ARIZONA	85541	1/5/2012 12:00:00 AM
590437283	12129	W	PATRICK	LN	SUN CITY	ARIZONA	85373	8/18/2011 12:00:00 AM
590438285	5120	N	193	AVE	LITCHFIELD PARK	ARIZONA	85340	12/7/2011 12:00:00 AM
590459286	23625	W	MOHAVE	ST	BUCKEYE	ARIZONA	85326	9/30/2011 12:00:00 AM
590540381	19148	W	MONROE	ST	BUCKEYE	ARIZONA	85326	12/2/2011 12:00:00 AM
590547280	16159	W	GRANADA	RD	GOODYEAR	ARIZONA	85395	7/1/2011 12:00:00 AM
590571389	31744	N	LAKE PLEASANT	PKWY	PEORIA	ARIZONA	85383	3/16/2011 12:00:00 AM
590602380	106	 	FIRST MAN	 	CAMP VERDE	ARIZONA	86322	1/10/2012 12:00:00 AM
590671387	12648	W	RAMPART	DR	SUN CITY WEST	ARIZONA	85375	3/3/2011 12:00:00 AM
590719289	2725	E	MINE CREEK	RD	PHOENIX	ARIZONA	85024	3/22/2012 12:00:00 AM
590758289	14568	S	182	LN	GOODYEAR	ARIZONA	85338	6/17/2011 12:00:00 AM
590771383	127	 	BRADSHAW	DR	PRESCOTT	ARIZONA	86303	3/24/2011 12:00:00 AM
590877282	13647	N	150	LN	SURPRISE	ARIZONA	85379	3/28/2012 12:00:00 AM
590942381	6720	E	MEADOWLARK	LN	PARADISE VALLEY	ARIZONA	85253	12/8/2011 12:00:00 AM
591191389	1009	S	16	DR	PHOENIX	ARIZONA	85007	9/16/2011 12:00:00 AM
591201384	914	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	2/23/2011 12:00:00 AM
591291384	1013	S	16	DR	PHOENIX	ARIZONA	85007	9/16/2011 12:00:00 AM
591491381	1017	S	16	DR	PHOENIX	ARIZONA	85007	9/16/2011 12:00:00 AM
591732387	8376	W	ALTOS	 	ARIZONA CITY	ARIZONA	85123	10/20/2011 12:00:00 AM
591931385	18049	W	TECOMA	RD	GOODYEAR	ARIZONA	85338	7/12/2011 12:00:00 AM
592029286	2725	E	MINE CREEK	RD	PHOENIX	ARIZONA	85024	3/22/2012 12:00:00 AM
592100385	3637	W	36	PL	YUMA	ARIZONA	85365	3/10/2011 12:00:00 AM
592261383	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	3/17/2011 12:00:00 AM
592262389	615	E	WEBER	DR	TEMPE	ARIZONA	85281	3/1/2012 12:00:00 AM
592317286	16505	W	SHERIDAN	ST	GOODYEAR	ARIZONA	85395	4/12/2012 12:00:00 AM
592372384	551	E	APACHE	BLVD	TEMPE	ARIZONA	85281	4/11/2012 12:00:00 AM
592398288	21161	N	98	DR	PEORIA	ARIZONA	85382	2/2/2012 12:00:00 AM
592762383	6382	E	RYDER	CT	PRESCOTT VALLEY	ARIZONA	86314	3/6/2012 12:00:00 AM
592951386	2537	 	POWELL	 	PRESCOTT	ARIZONA	86305	2/22/2011 12:00:00 AM
593002382	1006	N	BULLARD	AVE	GOODYEAR	ARIZONA	85395	2/24/2012 12:00:00 AM
593018283	20235	N	268	AVE	BUCKEYE	ARIZONA	85396	10/20/2011 12:00:00 AM
593132386	3330	E	VAN BUREN	ST	PHOENIX	ARIZONA	85008	11/2/2011 12:00:00 AM
593301385	914	 	CANTERBURY	LN	PRESCOTT	ARIZONA	86301	2/23/2011 12:00:00 AM
593328286	612	S	226	DR	BUCKEYE	ARIZONA	85326	2/10/2011 12:00:00 AM
593331383	7464	W	PATRIOT	WAY	FLORENCE	ARIZONA	85132	8/23/2011 12:00:00 AM
593362383	66789	 	CACTUS	 	SALOME	ARIZONA	85348	2/17/2012 12:00:00 AM
593642382	14906	W	LUNA	DR	LITCHFIELD PARK	ARIZONA	85340	4/11/2012 12:00:00 AM
593751380	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	3/30/2011 12:00:00 AM
593809286	17665	W	CEDARWOOD	LN	GOODYEAR	ARIZONA	85338	10/3/2011 12:00:00 AM
593852384	1627	 	BIG WASH	 	GLOBE	ARIZONA	85501	2/23/2012 12:00:00 AM
593932385	20435	N	7	ST	PHOENIX	ARIZONA	85024	4/10/2012 12:00:00 AM
593959286	26249	W	ABRAHAM	LN	BUCKEYE	ARIZONA	85396	7/20/2011 12:00:00 AM
594138280	22716	N	123	DR	SUN CITY WEST	ARIZONA	85375	10/6/2011 12:00:00 AM
594312385	133	W	6	ST	TEMPE	ARIZONA	85281	8/12/2011 12:00:00 AM
594481386	9018	N	85	AVE	PEORIA	ARIZONA	85345	7/7/2011 12:00:00 AM
594569289	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/9/2010 12:00:00 AM
594779283	20025	N	20	ST	PHOENIX	ARIZONA	85024	3/7/2012 12:00:00 AM
594812386	7725	E	CAREFREE	DR	CAREFREE	ARIZONA	85377	9/23/2011 12:00:00 AM
594841386	17538	W	CEDARWOOD	LN	GOODYEAR	ARIZONA	85338	1/6/2012 12:00:00 AM
594869286	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/8/2010 12:00:00 AM
594951389	9722	W	GREENWAY	RD	SUN CITY	ARIZONA	85351	1/13/2011 12:00:00 AM
594961381	1210	 	WESTERN	DR	CORNVILLE	ARIZONA	86325	2/2/2011 12:00:00 AM
595131380	5735	E	BIG BUG MESA	RD	PRESCOTT	ARIZONA	86303	11/8/2010 12:00:00 AM
595276288	22620	W	ANTELOPE	TRL	BUCKEYE	ARIZONA	85326	10/29/2010 12:00:00 AM
595358282	14561	S	182	LN	GOODYEAR	ARIZONA	85338	3/10/2011 12:00:00 AM
595519285	10842	W	AVENIDA DEL REY	 	PEORIA	ARIZONA	85383	9/28/2011 12:00:00 AM
595651384	997	E	PINE KNOLL	DR	FLAGSTAFF	ARIZONA	86001	1/3/2011 12:00:00 AM
595680285	2721	W	VAN BUREN	ST	PHOENIX	ARIZONA	85009	1/13/2012 12:00:00 AM
595761385	3335	N	163	DR	GOODYEAR	ARIZONA	85395	2/8/2012 12:00:00 AM
595809281	17661	W	CEDARWOOD	LN	GOODYEAR	ARIZONA	85338	10/3/2011 12:00:00 AM
595819280	2725	E	MINE CREEK	RD	PHOENIX	ARIZONA	85024	3/22/2012 12:00:00 AM
595851380	17810	S	WALAPAI	RD	MUNDS PARK	ARIZONA	86017	12/17/2010 12:00:00 AM
595891380	8763	E	BELL	RD	SCOTTSDALE	ARIZONA	85260	5/26/2011 12:00:00 AM
596001380	815	 	MURPHY	DR	BAGDAD	ARIZONA	86321	11/17/2010 12:00:00 AM
596037280	22823	N	121	DR	SUN CITY	ARIZONA	85373	2/24/2012 12:00:00 AM
596038283	2427	N	RILEY	RD	BUCKEYE	ARIZONA	85396	3/23/2012 12:00:00 AM
596087285	9181	W	QUAIL TRACK	DR	PEORIA	ARIZONA	85383	9/14/2011 12:00:00 AM
596137287	12225	W	PLANADA	LN	SUN CITY	ARIZONA	85373	1/23/2012 12:00:00 AM
596162388	7500	N	INVERGORDON	RD	PARADISE VALLEY	ARIZONA	85253	2/14/2012 12:00:00 AM
596290380	910	W	LEWIS	RD	AJO	ARIZONA	85321	4/11/2011 12:00:00 AM
596619281	10838	W	AVENIDA DEL REY	 	PEORIA	ARIZONA	85383	11/30/2011 12:00:00 AM
596619286	10834	W	AVENIDA DEL REY	 	PEORIA	ARIZONA	85383	12/7/2011 12:00:00 AM
596675287	12434	W	MORNING VISTA	LN	PEORIA	ARIZONA	85383	12/2/2010 12:00:00 AM
596981389	1218	 	7	 	DOUGLAS	ARIZONA	85607	12/13/2011 12:00:00 AM
597091385	4103	S	COLT	 	SNOWFLAKE	ARIZONA	85937	5/12/2011 12:00:00 AM
597112385	9030	E	FLORENTINE	RD	PRESCOTT VALLEY	ARIZONA	86314	8/8/2011 12:00:00 AM
597271382	18617	W	HUBBARD	DR	GOODYEAR	ARIZONA	85338	9/27/2011 12:00:00 AM
597299283	2384	E	PERALTA	ST	SAN LUIS	ARIZONA	85349	3/16/2012 12:00:00 AM
597440386	19142	W	MONROE	ST	BUCKEYE	ARIZONA	85326	11/21/2011 12:00:00 AM
597489287	479	S	BINGHAM	DR	SOMERTON	ARIZONA	85350	9/28/2011 12:00:00 AM
597740381	5031	E	WASHINGTON	ST	PHOENIX	ARIZONA	85034	4/14/2011 12:00:00 AM
597852383	1817	N	HUNT	HWY	FLORENCE	ARIZONA	85132	3/1/2012 12:00:00 AM
597894286	12621	W	MISSOURI	CT	LITCHFIELD PARK	ARIZONA	85340	6/7/2011 12:00:00 AM
598032387	13107	E	40	ST	YUMA	ARIZONA	85367	12/21/2011 12:00:00 AM
598100386	3724	W	37	PL	YUMA	ARIZONA	85365	12/17/2010 12:00:00 AM
598242388	1639	W	CAVEDALE	DR	PHOENIX	ARIZONA	85085	11/16/2011 12:00:00 AM
598412386	245	E	BELL	RD	PHOENIX	ARIZONA	85022	8/5/2011 12:00:00 AM
598662380	15001	 	HIGHWAY 69	 	MAYER	ARIZONA	86333	2/29/2012 12:00:00 AM
598708289	21073	W	WYCLIFF	DR	BUCKEYE	ARIZONA	85396	1/31/2012 12:00:00 AM
598710385	8323	N	MORNING GLORY	RD	PARADISE VALLEY	ARIZONA	85253	11/8/2011 12:00:00 AM
598769287	3400	S	AVENUE 7E	 	YUMA	ARIZONA	85365	12/9/2010 12:00:00 AM
599017285	16524	W	WINDSOR	AVE	GOODYEAR	ARIZONA	85395	12/28/2011 12:00:00 AM
599090386	8291	E	PRINCESS	DR	SCOTTSDALE	ARIZONA	85255	12/2/2011 12:00:00 AM
599159284	23617	W	MOHAVE	ST	BUCKEYE	ARIZONA	85326	2/13/2012 12:00:00 AM
599222384	4414	W	CACTUS	RD	GLENDALE	ARIZONA	85304	8/31/2011 12:00:00 AM
599291380	1021	S	16	DR	PHOENIX	ARIZONA	85007	9/16/2011 12:00:00 AM
599349288	3400	N	DYSART	RD	AVONDALE	ARIZONA	85392	12/1/2010 12:00:00 AM
599502387	4538	W	COVERED WAGON	WAY	YUMA	ARIZONA	85364	3/22/2012 12:00:00 AM
599579282	328	N	EMMANUEL	AVE	SAN LUIS	ARIZONA	85349	1/18/2012 12:00:00 AM
599722383	21414	N	37	RUN	PHOENIX	ARIZONA	85050	12/12/2011 12:00:00 AM
599827285	18453	W	CAROL	AVE	WADDELL	ARIZONA	85355	2/22/2012 12:00:00 AM
599872283	3373	W	THUNDERBIRD	RD	PHOENIX	ARIZONA	85053	12/27/2010 12:00:00 AM
599899285	12721	E	49	DR	YUMA	ARIZONA	85367	2/1/2012 12:00:00 AM
600041384	26200	W	TINA	LN	BUCKEYE	ARIZONA	85396	3/20/2012 12:00:00 AM
600181380	3202	E	COUNTY 14	ST	YUMA	ARIZONA	85365	4/25/2011 12:00:00 AM
600212385	13720	W	THOMAS	RD	AVONDALE	ARIZONA	85392	8/23/2011 12:00:00 AM
600277286	17516	W	PERSHING	ST	SURPRISE	ARIZONA	85388	11/3/2011 12:00:00 AM
600351387	9947	W	SUGAR SAND	LN	PEORIA	ARIZONA	85383	4/8/2011 12:00:00 AM
600379280	20025	N	20	ST	PHOENIX	ARIZONA	85024	3/7/2012 12:00:00 AM
600447285	1862	N	162	DR	GOODYEAR	ARIZONA	85395	2/25/2011 12:00:00 AM
600538285	3704	E	MATTHEW	DR	PHOENIX	ARIZONA	85050	1/10/2012 12:00:00 AM
600538286	7559	 	TRAILS	DR	GLENDALE	ARIZONA	85308	2/24/2012 12:00:00 AM
600541389	3469	 	KWA OVI	 	FLAGSTAFF	ARIZONA	86001	2/22/2011 12:00:00 AM
600807282	2415	W	PIKES PEAK	DR	FLAGSTAFF	ARIZONA	86001	9/2/2011 12:00:00 AM
600815286	3475	W	CORRAL GATE	 	FLAGSTAFF	ARIZONA	86001	11/22/2011 12:00:00 AM
600869286	15169	N	SCOTTSDALE	RD	SCOTTSDALE	ARIZONA	85254	5/8/2011 12:00:00 AM
601041380	704	W	MACKENZIE	DR	PHOENIX	ARIZONA	85013	1/27/2011 12:00:00 AM
601068287	14565	S	182	LN	GOODYEAR	ARIZONA	85338	11/24/2010 12:00:00 AM
601109283	10100	W	LAKE PLEASANT	PKWY	PEORIA	ARIZONA	85382	10/21/2011 12:00:00 AM
601152384	14332	 	KENNEDY	DR	MAYER	ARIZONA	86333	4/6/2012 12:00:00 AM
601352387	14886	W	LUNA	DR	LITCHFIELD PARK	ARIZONA	85340	12/28/2011 12:00:00 AM
601461389	23004	N	107	AVE	SUN CITY	ARIZONA	85373	2/25/2011 12:00:00 AM
601501384	123	 	BRADSHAW	DR	PRESCOTT	ARIZONA	86303	3/30/2011 12:00:00 AM
