"BldrId"	"SubCode"	"LotNo"	"SiteId"	"SolarReady"	"SolarType"	"LotStatus"	"PlanNo"	"AddrNo"	"AddrDir"	"AddrName"	"AddrSufx"	"LtCity"	"LtState"	"LtZip"	"CkReqDate"	"PdDate"	"AmtPd"	"AmtPd_SR"	"H2OPV_Pd"	"PdDate_SR"	"InitialMeterSet"	"ComplianceDate"	"CkNumb"	"Dev"	"AppendDate"	"LotRecno"	"Comments"
"PUL01"	"PDRMON1"	2103.00	849728289			"Paid"	"45341"	"3778"	"E"	"Zachary"	"Dr"	"Phoenix"	"AZ"	"85050"	1/24/11 0:00:00	1/27/11 0:00:00	$400.00		$0.00		12/7/10 0:00:00	12/20/10 0:00:00	32018600	"FS  Desert Ridge 4500s"	1/24/11 0:00:00	27244	"OK"
"ASH02"	"ASHLPM70"	5770078.00	849858281			"Paid"	"4533A"	"13854"	"S"	"180"	"AVE"	"GOODYEAR"	"AZ"	"85338"	1/19/12 0:00:00	2/6/12 0:00:00	$1000.00		$0.00		8/30/11 0:00:00	9/13/11 0:00:00	32045986	"Las Palmas"	1/19/12 0:00:00	29555
"PUL02"	"PULCOM"	93.00	849897284			"Paid"		"18017"	"W"	"Lawrence"	"Ln"	"WADDELL"	"AZ"	"85355"	12/4/08 0:00:00	12/10/08 0:00:00	$400.00	$0.00	$0.00		10/2/08 0:00:00	10/25/08 0:00:00	36041595	"WHITE TANK FOOTHILLS PCL 3"		20916
"MER01"	"MERRIVSR"	32.00	849917287	"Y"		"Paid"	"2431"	"21384"	"N"	"77"	"Ln"	"Peoria"	"AZ"	"85382"	2/18/11 0:00:00	3/1/11 0:00:00	$400.00	$100.00			9/10/10 0:00:00	9/17/10 0:00:00	32021059	"Riverstone  63s "	2/18/11 0:00:00	27391	"OK"
"DAV01"	"DAVSER"	71.00	849958286			"Paid"	" "	"14702"	"S"	"182"	"Dr"	"Goodyear"	"AZ"	"85338"	12/8/08 0:00:00	12/15/08 0:00:00	$400.00	$0.00	$0.00		9/11/07 0:00:00	7/21/08 0:00:00	36042094	"Estrella"		21586
"PUL02"	"PULDIS"	32.00	850008284			"Paid"		"8227"	"N"	"179"	"Dr"	"WADDELL"	"AZ"	"85355"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		8/20/07 0:00:00	8/10/07 0:00:00	36008676	"WHITE TANK FOOTHILLS PCL 10"		16482
"PUL02"	"PULPRE"	40.00	850018288			"Paid"		"26713"	"W"	"Mohawk"	"Ln"	"BUCKEYE"	"AZ"	"85396"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		4/9/07 0:00:00	4/30/07 0:00:00	36008676	"FESTIVAL RANCH PARCEL C1"		16434
"CEN01"	"CENBRO"	2418.00	850047284			"Paid"	"4509"	"329"	"S"	"172"	"Dr"	"Goodyear"	"AZ"	"85338"	11/21/07 0:00:00	12/11/07 0:00:00	$400.00	$0.00	$0.00		7/28/07 0:00:00	11/9/07 0:00:00	36007419	"Brookhaven II"		15949
"PUL02"	"PULADO"	389.00	850148289			"Paid"	" "	"20668"	"N"	"262"	"Ave"	"BUCKEYE"	"AZ"	"85396"	7/15/08 0:00:00	7/24/08 0:00:00	$400.00	$0.00	$0.00		1/9/08 0:00:00	1/22/08 0:00:00	36027655	"FESTIVAL RANCH 3000"		18977
"TAM01"	"LAMIR"	110.00	850258282			"Paid"	"4563"	"17674"	"W"	"Verdin"	"Rd"	"Goodyear"	"AZ"	"85338"	6/17/10 0:00:00	6/28/10 0:00:00	$400.00		$0.00		10/22/09 0:00:00	10/30/09 0:00:00	32003052	"Montecito 700s"	6/17/10 0:00:00	25913	"OK"
"ASH02"	"ASHES1"	77.00	850328285			"Paid"		"13636"	"W"	"CHAPAROSA"	"WAY"	"PEORIA"	"AZ"	"85383"	8/28/08 0:00:00	9/4/08 0:00:00	$400.00	$0.00	$0.00		11/26/07 0:00:00	12/11/07 0:00:00	36031659	"VISTANCIA PCL G3"		19820
"PUL02"	"PULSTC"	88.00	850368286			"Paid"	"7013"	"5829"	"W"	"ALYSSA"	"LN"	"GLENDALE"	"AZ"	"85083"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		9/10/07 0:00:00	8/17/07 0:00:00	36006464	"STETSON 7000"		15282
"PUL01"	"PULREU"	3.00	850518286			"Paid"	"5015-1"	"7063"	"W"	"Saratoga"	"Way"	"FLORENCE"	"AZ"	"85232"	6/18/07 0:00:00	6/20/07 0:00:00	$400.00	$0.00	$0.00		4/19/07 0:00:00	4/5/07 0:00:00	22552427	"ANTHEM @ MERRILL RANCH UNIT 8"		11720
"PUL01"	"PULOVR"	6312.00	850519282			"Paid"	"35015"	"6780"	"W"	"Willow"	"Way"	"Florence"	"AZ"	"85232"	12/4/08 0:00:00	12/10/08 0:00:00	$400.00	$0.00	$0.00		8/8/08 0:00:00	10/24/08 0:00:00	36041596	"Merrill AA Classics"		21523
"PUL02"	"PULBRI"	821.00	850628285			"Paid"	"4022-2"	"2502"	"N"	"SAIDE"	"LN"	"BUCKEYE"	"AZ"	"85396"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		7/7/07 0:00:00	9/7/07 0:00:00	36006464	"VERRADO II ( BRIGHTON PLACE )"		15750
"ELI01"	"ELISUN"	58.00	850687283			"Paid"		"12312"	"W"	"Villa Hermosa"	"Ct"	"SUN CITY WEST"	"AZ"	"85375"	11/21/07 0:00:00	12/11/07 0:00:00	$400.00	$0.00	$0.00		10/5/07 0:00:00	10/26/07 0:00:00	36007421	"SUNDERO"		16130
"CEN01"	"CENSTA"	11.00	850818285			"Paid"	"3525"	"17335"	"W"	"Woodlands"	"Ave"	"Goodyear"	"AZ"	"85338"	8/3/07 0:00:00	8/9/07 0:00:00	$400.00	$0.00	$0.00		4/3/07 0:00:00	7/21/07 0:00:00	36001493	"Stargazer-II"		14898
"PUL02"	"PULPEA"	89.00	850938281			"Paid"		"20143"	"N"	"259"	"Ave"	"BUCKEYE"	"AZ"	"85396"	12/4/08 0:00:00	12/10/08 0:00:00	$400.00	$0.00	$0.00		8/19/08 0:00:00	7/23/08 0:00:00	36041595	"FESTIVAL FOOTHILLS 1B PHS 1"		21238
"PUL01"	"PULCAC70"	9221.00	850950384			"Paid"	"40181"	"1631"	"W"	"Tombstone"	"Trl"	"Phoenix"	"AZ"		2/23/12 0:00:00	2/28/12 0:00:00	$1000.00		$0.00		5/10/11 0:00:00	5/17/11 0:00:00	32047656	"FS  Norterra Pulte 4000"	1/26/12 0:00:00	30027	"Do not count this lot in SAR reporting for 2012"
"PUL01"	"DMRMAE"	9221.00	850950384			"Paid"	"40181"	"1631"	"W"	"Tombstone"	"Trl"	"Phoenix"	"AZ"	"85085"	7/27/11 0:00:00	7/29/11 0:00:00	$400.00		$0.00		5/10/11 0:00:00	5/20/11 0:00:00	32031833	"FS  Norterra Pulte 4000"	7/27/11 0:00:00	27825	"OK"
"PUL02"	"PULCOM"	52.00	850997281			"Paid"		"18209"	"W"	"Ruth"	"Ave"	"WADDELL"	"AZ"	"85355"	2/23/09 0:00:00	3/3/09 0:00:00	$400.00	$0.00	$0.00		11/19/08 0:00:00	1/10/09 0:00:00	36049199	"WHITE TANK FOOTHILLS PCL 6"		22394
"KHOV1"	"KHVVCR"	8.00	851138285			"Paid"	"2880"	"22932"	"N"	"Candlelight"	"Ct"	"Sun City West"	"AZ"	"85375"	4/16/10 0:00:00	4/26/10 0:00:00	$400.00		$0.00		3/20/10 0:00:00	4/2/10 0:00:00	36087155	"Rancho Silverado Vintage at CrossRiver"	4/16/10 0:00:00	25399	"OK"
"PUL02"	"PULSON"	13217.00	851398286			"Paid"	"35172"	"26081"	"W"	"Piute"	"Ave"	"Buckeye"	"AZ"	"85396"	1/23/09 0:00:00	1/30/09 0:00:00	$400.00	$0.00	$0.00		8/16/08 0:00:00	11/12/08 0:00:00	36046330	"Festival Foothills Sonoran"		21834
"PUL02"	"PULCLA"	104.00	851458287			"Paid"	"5018-1"	"27047"	"W"	"POTTER"	"DR"	"BUCKEYE"	"AZ"	"85396"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		8/4/07 0:00:00	9/7/07 0:00:00	36006464	"SUN CITY FESTIVAL CLASSIC"		15228
"PUL01"	"PULNOR"	42601.00	851697288			"Paid"	"32320"	"2136"	"W"	"Monte Cristo"	"Ave"	"Phoenix"	"AZ"	"85023"	2/23/09 0:00:00	3/4/09 0:00:00	$400.00	$0.00	$0.00		10/21/08 0:00:00	11/3/08 0:00:00	36049324	"Northgate Ridgerock Cluster"		21790
"KEY01"	"KEYIRO"	25.00	851824283			"Paid"		"1528"	"E"	"Melrose"	"Dr"	"Casa Grande"	"AZ"	"85222"	9/14/07 0:00:00	9/27/07 0:00:00	$400.00	$0.00	$0.00		8/22/07 0:00:00	7/26/07 0:00:00	36003384	"IRONWOOD VILLAGE"		15057
"STA01"	"STABHV"	66.00	851928286			"Paid"	"3562"	"19581"	"W"	"Morning Glory"	"St"	"Buckeye"	"AZ"	"85326"	11/18/10 0:00:00	11/30/10 0:00:00	$400.00		$0.00		10/21/10 0:00:00	11/4/10 0:00:00	32014234	"Blue Horizons"	11/18/10 0:00:00	26804	"OK"
"PUL02"	"PULCLA"	10.00	852018288			"Paid"		"26782"	"W"	"Ross"	"Ave"	"BUCKEYE"	"AZ"	"85396"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		5/19/07 0:00:00	11/15/07 0:00:00	36008676	"FESTIVAL RANCH PCL D1"		16499
"PUL01"	"PULAMB70"	6729.00	852029286			"Paid"	"35123"	"8012"	"W"	"Candlewood"	"Way"	"Florence"	"AZ"	"85132"	11/1/11 0:00:00	11/8/11 0:00:00	$1000.00		$0.00		7/25/11 0:00:00	4/18/11 0:00:00	32039627	"Merrill FC 3500s"	10/25/11 0:00:00	28605	"OK"
"PUL02"	"PULCAN"	25.00	852297288			"Paid"	"5024-3"	"16740"	"W"	"COCOPAH"	"ST"	"GOODYEAR"	"AZ"	"85338"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		7/3/07 0:00:00	8/18/07 0:00:00	36006464	"CANYON TRAILS 4500"		15419
"PUL01"	"PULASP"	33081.00	852348287			"Paid"	"40212"	"43310"	"N"	"50"	"Ave"	"New River"	"AZ"	"85086"	12/9/09 0:00:00	12/21/09 0:00:00	$400.00		$0.00		10/16/09 0:00:00	10/21/09 0:00:00	36076117	"PS 5500s  Unit 81"	12/9/09 0:00:00	24588
"PUL03"	"PULHOM"	64302.00	852430380			"Paid"	"25121"	"21542"	"E"	"Independence"	"Way"	"Red Rock"	"AZ"	"85245"	12/9/09 0:00:00	12/18/09 0:00:00	$400.00		$0.00		11/2/09 0:00:00	10/26/09 0:00:00	36075924	"Red Rock 2400s"	12/9/09 0:00:00	24654
"PUL01"	"PULJUB"	7512.00	852478281			"Paid"	"36020"	"6697"	"W"	"Stony Quail"	"Way"	"Florence"	"AZ"	"85232"	12/4/08 0:00:00	12/10/08 0:00:00	$400.00	$0.00	$0.00		8/11/08 0:00:00	9/18/08 0:00:00	36041596	"Merrill AA Premiers"		21564
"PUL01"	"PULNOL"	136.00	852497288			"Paid"	" "	"15825"	"N"	"Dante"	"Dr"	"PHOENIX"	"AZ"	"85023"	7/15/08 0:00:00	7/24/08 0:00:00	$400.00	$0.00	$0.00		2/8/07 0:00:00	2/21/07 0:00:00	36027655	"NORTHGATE 3500 SERIES"		19164
"PUL01"	"PULNOL"	281.00	852597286			"Paid"	" "	"2025"	"W"	"Le Marche"	"Ave"	"PHOENIX"	"AZ"	"85023"	7/15/08 0:00:00	7/24/08 0:00:00	$400.00	$0.00	$0.00		2/23/07 0:00:00	3/7/07 0:00:00	36027655	"NORTHGATE 3500 SERIES"		18711
"SHEA1"	"SHETRI"	1751.00	852698283			"Paid"	" "	"28743"	"N"	"127"	"Dr"	"Peoria"	"AZ"		9/1/09 0:00:00	9/10/09 0:00:00	$400.00		$0.00		9/12/08 0:00:00	7/21/08 0:00:00	36066774		9/1/09 0:00:00	23306
"PUL02"	"PULCAB"	5701.00	852788282			"Paid"	"35201"	"16321"	"N"	"73"	"Ln"	"Glendale"	"AZ"	"85308"	4/16/09 0:00:00	4/30/09 0:00:00	$400.00	$0.00	$0.00		4/1/09 0:00:00	3/20/09 0:00:00	36054869	"Cabrillo Point 3500s"		22561
"PUL01"	"PULNOR70"	50301.00	852797281	"N"	"No"	"Paid"	"32120"	"16218"	"N"	"21"	"Ln"	"Phoenix"	"AZ"	"85023"	2/23/12 0:00:00	2/28/12 0:00:00	$1000.00		$0.00		10/17/11 0:00:00	10/17/11 0:00:00	32047656	"Northgate Ridgerock Cluster"	1/26/12 0:00:00	30052	"Do not count this lot in SAR reporting for 2012"
"RIC02"	"VILCRW"	4.00	852908282			"Paid"	"P34"	"17855"	"N"	"114"	"Dr"	"Surprise"	"AZ"	"85374"	11/18/10 0:00:00	11/30/10 0:00:00	$400.00		$0.00		8/13/10 0:00:00	10/29/10 0:00:00	32014230	"Villages at Canyon Ridge"	11/18/10 0:00:00	26834	"OK"
"PUL02"	"PULRID"	239.00	853048286			"Paid"	"45352"	"20821"	"N"	"260"	"Ln"	"BUCKEYE"	"AZ"	"85396"	7/15/08 0:00:00	7/24/08 0:00:00	$400.00	$0.00	$0.00		8/6/07 0:00:00	8/18/07 0:00:00	36027655	"FESTIVAL RANCH 4500 FESTIVAL FOOTHILLS"		19041
"CEN01"	"CENPRE"	97.00	853087280			"Paid"	"4501"	"9275"	"W"	"Mine"	"Trl"	"Peoria"	"AZ"	"85383"	9/26/07 0:00:00	10/15/07 0:00:00	$400.00	$0.00	$0.00		5/10/07 0:00:00	9/7/07 0:00:00	36004256	"Preserve @ Cibola Vista"		15129
"PUL03"	"PULLGD70"	45900.00	853138284			"Paid"	"45313"	"21152"	"E"	"Homestead"	"Dr"	"Red Rock"	"AZ"	"85245"	6/27/11 0:00:00	6/29/11 0:00:00	$1000.00		$0.00		2/15/11 0:00:00	3/29/11 0:00:00	32029793	"Red Rock 4500s Series 1"	6/27/11 0:00:00	27739	"OK_Adjusted 600.00 to correct for overpayment  adjusted 11/8, ck#32039626"
"PUL03"	"PULLGD70"	45900.00	853138284			"Paid"	"45313"	"21152"	"E"	"Homestead"	"Dr"	"Red Rock"	"AZ"	"85245"		6/29/11 0:00:00	($600.00)		$0.00		2/15/11 0:00:00	3/29/11 0:00:00	99999999	"Red Rock 4500s Series 1"	12/13/11 0:00:00	29488	"OK_Adjusted 600.00 to correct for overpayment  adjusted 11/8, ck#32039626"
"PUL03"	"PULLGD"	28700.00	853178288			"Paid"	"35172"	"21260"	"E"	"Reunion"	"Rd"	"Red Rock"	"AZ"	"85245"	2/23/09 0:00:00	3/3/09 0:00:00	$400.00	$0.00	$0.00		10/17/08 0:00:00	12/26/08 0:00:00	36049208	"Red Rock 4500s Series 1"		22414
"PUL01"	"DMROVR1"	7216.00	853330385			"Paid"	"35146"	"1727"	"W"	"Straight Arrow"	"Ln"	"Anthem"	"AZ"	"85086"	3/16/10 0:00:00	4/1/10 0:00:00	$400.00		$0.00		1/7/10 0:00:00	1/25/10 0:00:00	36085213	"FS  Norterra FC3500"	3/16/10 0:00:00	25197	"OK"
"ROS01"	"ROSPRO"	44.00	853428286	"N"	"N/A"	"Paid"	"312A"	"13712"	"W"	"Creosote"	"Dr"	"Peoria"	"AZ"	"85383"	12/13/11 0:00:00	12/29/11 0:00:00	$400.00		$0.00		8/25/10 0:00:00	9/30/09 0:00:00	32043479	"Vistancia"	11/21/11 0:00:00	29240	"OK"
"LIB01"	"LIBTUN"	27.00	853537286			"Paid"	"1918"	"310"		"Old Woman in Cave"		"Camp Verde"	"AZ"	"86322"	11/25/08 0:00:00	12/3/08 0:00:00	$400.00	$0.00	$0.00		11/21/08 0:00:00	11/11/08 0:00:00	36040910	"Tun Lii"		21573
"CEN01"	"CENSTA"	2343.00	853718289			"Paid"	"3523"	"17319"	"W"	"Monroe"	"St"	"Goodyear"	"AZ"	"85338"	8/20/07 0:00:00	9/12/07 0:00:00	$400.00	$0.00	$0.00		4/19/07 0:00:00	8/3/07 0:00:00	36002684	"Stargazer-II"		14964
"PUL02"	"PULPIN70"	22602.00	853730382			"Paid"	"35129"	"19238"	"W"	"Monroe"	"St"	"Buckeye"	"AZ"	"85326"	2/18/11 0:00:00	3/1/11 0:00:00	$1000.00		$0.00		1/14/11 0:00:00	1/27/11 0:00:00	32021062	"Vista De Montana  Foothills"	2/18/11 0:00:00	27432	"OK"
"SHEA1"	"SHETRI"	1925.00	854329284			"Paid"	"5000953"	"29019"	"N"	"130"	"Dr"	"Peoria"	"AZ"	"85383"	1/23/09 0:00:00	1/30/09 0:00:00	$400.00	$0.00	$0.00		9/11/08 0:00:00	12/17/08 0:00:00	36046329	"Trilogy at Vistancia"		21937
"PUL02"	"PULCAT"	25.00	854465287			"Paid"		"13321"	"W"	"Chapala"	"Ln"	"SUN CITY WEST"	"AZ"	"85375"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		10/5/07 0:00:00	10/5/07 0:00:00	36008676	"CORTE BELLA UNIT 1B"		16419
"PUL03"	"PULHOM"	65902.00	854530381			"Paid"	"25161"	"21555"	"E"	"Independence"	"Way"	"Red Rock"	"AZ"	"85145"	5/24/10 0:00:00	5/28/10 0:00:00	$400.00		$0.00		11/12/09 0:00:00	11/2/09 0:00:00	32001195	"Red Rock 2400s"	5/24/10 0:00:00	25797	"OK"
"EMP01"	"EMPRET"	26.00	854586288			"Paid"		"6031"	"S"	"Cuprite"	"Trl"	"FLAGSTAFF"	"AZ"	"86001"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		3/7/07 0:00:00	5/8/07 0:00:00	36008678	"PONDEROSA TRAILS UNIT 8"		16245
"MER01"	"MERVALSR"		854676286	"Y"		"Paid"		"2403"	"W"	"Bajada"	"Rd"	"Phoenix"	"AZ"	"85085"	8/20/10 0:00:00	8/25/10 0:00:00	$400.00	$100.00			6/17/10 0:00:00	7/29/10 0:00:00	32007400	"Valley Vista"	8/20/10 0:00:00	26189	"OK"
"PUL01"	"PULDES"	163.00	854687288			"Paid"		"7318"	"W"	"Millerton"	"Way"	"FLORENCE"	"AZ"	"85232"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		10/24/07 0:00:00	10/19/07 0:00:00	36008676	"ANTHEM @ MERRILL RANCH UNIT 23"		16555
"CEN01"	"CENSTA1"	1041.00	854688289			"Paid"	"3522"	"17724"	"W"	"Desert Bloom"		"Goodyear"	"AZ"		9/1/09 0:00:00	9/9/09 0:00:00	$400.00		$0.00		3/28/08 0:00:00	5/16/08 0:00:00	36066627		9/1/09 0:00:00	23337
"PUL02"	"PULSON"	13317.00	854698283			"Paid"	"35231"	"26089"	"W"	"Piute"	"Ave"	"Buckeye"	"AZ"	"85396"	4/16/09 0:00:00	4/30/09 0:00:00	$400.00	$0.00	$0.00		12/5/08 0:00:00	3/14/09 0:00:00	36054869	"Festival Foothills  Sonoran"		22643
"PUL02"	"PULCLA"	23110.00	854758280			"Paid"	" "	"20360"	"N"	"273"	"Ave"	"Buckeye"	"AZ"	"85396"	6/19/08 0:00:00	7/9/08 0:00:00	$400.00	$0.00	$0.00		3/10/08 0:00:00	5/27/08 0:00:00	36026238	"Sun City Festival  Classics"		18471
"SHEA1"	"SHETRI"	1926.00	854819282			"Paid"	"5006953"	"29013"	"N"	"130"	"Dr"	"Peoria"	"AZ"	"85383"	1/23/09 0:00:00	1/30/09 0:00:00	$400.00	$0.00	$0.00		8/23/08 0:00:00	12/17/08 0:00:00	36046329	"Trilogy at Vistancia"		21936
"PUL01"	"PDRETE"	12501.00	854928289			"Paid"	"3212"	"3949"	"E"	"Cat Balue"	"Dr"	"Phoenix"	"AZ"	"85050"	2/23/09 0:00:00	3/4/09 0:00:00	$400.00	$0.00	$0.00		12/11/08 0:00:00	1/10/09 0:00:00	36049324	"FS  Desert Ridge Cluster"		22361
"MAR01"	"MARMEDSR"	161.00	854931381	"Y"		"Paid"	"45031088"	"18109"	"W"	"Tecoma"	"Rd"	"Goodyear"	"AZ"	"85338"	2/14/12 0:00:00	2/21/12 0:00:00	$400.00	$100.00	$0.00		10/31/11 0:00:00	11/30/11 0:00:00	32047057	"Estrella Medina"	1/19/12 0:00:00	29630
"PUL01"	"PULSTH"	119.00	854947289			"Paid"		"5380"	"W"	"Molly"	"Ln"	"PHOENIX"	"AZ"	"85083"	2/23/09 0:00:00	3/4/09 0:00:00	$400.00	$0.00	$0.00		11/18/08 0:00:00	11/29/08 0:00:00	36049324	"STETSON VALLEY 12-20 PHS3"		22431
"PUL02"	"PULCAN"	21.00	854987284			"Paid"	"4520-1"	"16763"	"W"	"SONORA"	"ST"	"GOODYEAR"	"AZ"	"85338"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		9/11/07 0:00:00	9/7/07 0:00:00	36006464	"CANYON TRAILS 4500"		15335
"CEN01"	"CENREF"	2390.00	855138281			"Paid"	"4019"	"17368"	"W"	"Buchanan"	"St"	"Goodyear"	"AZ"	"85338"	1/25/08 0:00:00	2/4/08 0:00:00	$400.00	$0.00	$0.00		10/26/07 0:00:00	12/21/07 0:00:00	36011350	"Reflections-II"		16717
"CEN01"	"CENSTA"	2312.00	855318282			"Paid"		"17329"	"W"	"Woodlands"	"Ave"	"Goodyear"	"AZ"	"85338"	11/21/07 0:00:00	12/11/07 0:00:00	$400.00	$0.00	$0.00		4/24/07 0:00:00	8/10/07 0:00:00	36007419			16155
"MER02"	"MERSUNSR"	2123.00	855528287	"Y"		"Paid"	"1191131"	"425"	"S"	"225"	"Ave"	"Buckeye"	"AZ"	"85326"	1/19/12 0:00:00	2/6/12 0:00:00	$400.00	$100.00	$0.00		7/29/11 0:00:00	9/30/11 0:00:00	32046001	"Sundance"	1/19/12 0:00:00	29724
"SHEA1"	"SHETRI2"	2065.00	855760386			"Paid"	"5545953"	"29577"	"N"	"128"	"Ln"	"Peoria"	"AZ"	"85383"	1/19/12 0:00:00	2/6/12 0:00:00	$400.00		$0.00		10/27/11 0:00:00	11/30/11 0:00:00	32045991	"Vistancia"	1/19/12 0:00:00	29846
"CEN01"	"CENSER"	2063.00	855858287			"Paid"	"4015"	"17280"	"W"	"Pinnacle Vista"	"Dr"	"Surprise"	"AZ"	"85387"	11/1/07 0:00:00	11/21/07 0:00:00	$400.00	$0.00	$0.00		10/18/07 0:00:00	10/19/07 0:00:00	36006463	"Serenade II"		15345
"PUL02"	"PULTAR"	487.00	855877287			"Paid"		"3530"	"N"	"301"	"Ln"	"Buckeye"	"AZ"	"85396"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		5/10/07 0:00:00	8/29/07 0:00:00	36008676			16297
"CEN01"	"CENSTA1"	1040.00	855988287			"Paid"	"3522"	"17732"	"W"	"Desert Bloom"		"Goodyear"	"AZ"		9/1/09 0:00:00	9/9/09 0:00:00	$400.00		$0.00		6/24/08 0:00:00	5/2/08 0:00:00	36066627		9/1/09 0:00:00	23340
"PUL02"	"PULPRS"	27.00	856265284			"Paid"		"22516"	"N"	"Padaro"	"Dr"	"SUN CITY WEST"	"AZ"	"85375"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		6/15/07 0:00:00	9/7/07 0:00:00	36008676	"CORTE BELLA UNIT 1B"		16401
"PUL02"	"PULCNY"	31.00	856308286			"Paid"	"5526-1"	"18250"	"W"	"BUTLER"	"DR"	"WADDELL"	"AZ"	"85355"	8/3/07 0:00:00	8/22/07 0:00:00	$400.00	$0.00	$0.00		5/3/07 0:00:00	6/23/07 0:00:00	36001929	"WHITE TANK - CANYON"		14185
"PUL01"	"PULHER"	90.00	856587284			"Paid"		"6434"	"W"	"Admiral"	"Way"	"FLORENCE"	"AZ"	"85232"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		10/2/07 0:00:00	9/26/07 0:00:00	36008676	"ANTHEM @ MERRILL RANCH UNIT 13"		16522
"CEN01"	"CENSTA1"	1043.00	856888285			"Paid"	"3522"	"17740"	"W"	"Desert Bloom"		"Goodyear"	"AZ"		9/1/09 0:00:00	9/9/09 0:00:00	$400.00		$0.00		3/19/08 0:00:00	5/2/08 0:00:00	36066627		9/1/09 0:00:00	23338
"PUL02"	"PULSTT"	97.00	857458286			"Paid"	"4514"	"27220"	"N"	"53"	"AVE"	"GLENDALE"	"AZ"	"85083"	8/3/07 0:00:00	8/22/07 0:00:00	$400.00	$0.00	$0.00		7/10/07 0:00:00	6/13/07 0:00:00	36001929	"STETSON VALLEY 4500"		14300
"PUL02"	"PULPRE"	57.00	857708289			"Paid"		"26628"	"W"	"Yukon"	"Ct"	"BUCKEYE"	"AZ"	"85396"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		5/19/07 0:00:00	8/3/07 0:00:00	36008676	"FESTIVAL RANCH PARCEL C1"		16483
"PUL01"	"PULDES"	5039.00	857768288			"Paid"	"35144"	"2570"	"N"	"Palo Verde"	"Dr"	"Florence"	"AZ"		9/1/09 0:00:00	9/10/09 0:00:00	$400.00		$0.00		11/3/08 0:00:00	11/12/08 0:00:00	36066776		9/1/09 0:00:00	23038
"PUL01"	"PULTRA70"	12617.00	857891387			"Paid"	"40181"	"6483"	"W"	"Georgetown"	"Way"	"Florence"	"AZ"	"85132"	11/1/11 0:00:00	11/8/11 0:00:00	$1000.00		$0.00		7/11/11 0:00:00	3/31/11 0:00:00	32039627	"Merrill FC 4000s"	10/25/11 0:00:00	28609	"OK"
"PUL01"	"PULARG"	28381.00	857938282			"Paid"	"65418"	"4711"	"W"	"Culpepper"	"Dr"	"New River"	"AZ"	"85086"	12/9/09 0:00:00	12/21/09 0:00:00	$400.00		$0.00		10/7/09 0:00:00	10/21/09 0:00:00	36076117	"PS 6500s  Unit 81"	12/9/09 0:00:00	24578
"PUL02"	"PULCAN"	76.00	858197280			"Paid"		"16783"	"W"	"Durango"	"St"	"Goodyear"	"AZ"	"85338"	12/13/07 0:00:00	12/27/07 0:00:00	$400.00	$0.00	$0.00		8/28/07 0:00:00	11/29/07 0:00:00	36008676			16296
"PUL03"	"PULHOM"	62502.00	858230389			"Paid"	"25161"	"21597"	"E"	"Homestead"	"Dr"	"Red Rock"	"AZ"	"85145"	7/21/10 0:00:00	7/28/10 0:00:00	$400.00		$0.00		3/31/10 0:00:00	5/20/10 0:00:00	32005395	"Red Rock 2400s"	7/21/10 0:00:00	26139	"OK"
"ROB01"	"ROBPEB70"	16.00	858286281			"Paid"	"1965"	"16376"	"W"	"VIRGINIA"	"AVE"	"GOODYEAR"	"AZ"	"85395"	10/22/10 0:00:00	10/27/10 0:00:00	$1000.00		$0.00		9/3/10 0:00:00	9/30/10 0:00:00	32011902	"PEBBLE CREEK"	10/21/10 0:00:00	26504	"OK"
"CEN01"	"CENSTA1"	1044.00	858298283			"Paid"	"3523"	"17748"	"W"	"Desert Bloom"		"Goodyear"	"AZ"		9/1/09 0:00:00	9/9/09 0:00:00	$400.00		$0.00		9/10/08 0:00:00	7/4/08 0:00:00	36066627		9/1/09 0:00:00	23349
"PUL02"	"PULSON"	13417.00	858298288			"Paid"	"35172"	"26097"	"W"	"Piute"	"Ave"	"Buckeye"	"AZ"	"85396"	1/23/09 0:00:00	1/30/09 0:00:00	$400.00	$0.00	$0.00		11/20/08 0:00:00	11/12/08 0:00:00	36046330	"Festival Foothills Sonoran"		21833
