Site	Street Number	Prefix	Street Name	Suffix	Site Modifier Full	Site Lot Number	Site City	Site State	Site Zip5	Initial Meter Set Date
8222382	7131		POLACCA  1M		HSE STRAW HS		KEAMS CANYON	ARIZONA	86034	9/16/2011 12:00:00 AM
8312387	121	W	6	ST	UNIT 225		TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
8321381	997	E	PINE KNOLL	DR	UNIT 1626		FLAGSTAFF	ARIZONA	86001	7/23/2010 12:00:00 AM
8330381	1735	W	DESPERADO	WAY		1	PHOENIX	ARIZONA	85085	5/10/2011 12:00:00 AM
8338283	21329	N	37	RUN		91	PHOENIX	ARIZONA	85050	2/10/2012 12:00:00 AM
8359286	2845	W	HAPPY VALLEY	RD			PHOENIX	ARIZONA	85083	5/4/2012 12:00:00 AM
8360283	1545	E	SUNNYSIDE	DR			PHOENIX	ARIZONA	85020	5/9/2012 12:00:00 AM
8430288	5018	E	BLOOMFIELD	RD			SCOTTSDALE	ARIZONA	85254	3/23/2011 12:00:00 AM
8451382	250	E	OWENS		APT 7		SHOW LOW	ARIZONA	85901	1/7/2011 12:00:00 AM
8480381	10	W	BIG CHINO	RD	STE A		PAULDEN	ARIZONA	86334	9/10/2010 12:00:00 AM
8490282	2522	W	EVANS	DR			PHOENIX	ARIZONA	85023	1/19/2010 12:00:00 AM
8518285	4571	W	IRMA	ST		76	YUMA	ARIZONA	85364	6/5/2012 12:00:00 AM
8532386	4189		PROVIDENCE	RD		1485	PRESCOTT VALLEY	ARIZONA	86314	10/31/2011 12:00:00 AM
8541389	18777	N	SCOTTSDALE	RD	TREE LOT		SCOTTSDALE	ARIZONA	85255	11/12/2010 12:00:00 AM
8551381	7302	N	TATUM	BLVD	NEWPATH		PARADISE VALLEY	ARIZONA	85253	3/30/2012 12:00:00 AM
8562381	552	W	MCDOWELL		HSE PNL		PHOENIX	ARIZONA	85003	4/10/2012 12:00:00 AM
8601384	276	W	32	ST	STE 2		YUMA	ARIZONA	85364	12/27/2010 12:00:00 AM
8602386	16060	W	LOWER BUCKEYE	PKWY			GOODYEAR	ARIZONA	85338	8/30/2011 12:00:00 AM
8609281	206		FIRST MAN	LN			CAMP VERDE	ARIZONA	86322	1/10/2012 12:00:00 AM
8728285	19550	W	MORNING GLORY	ST		26	BUCKEYE	ARIZONA	85326	8/5/2010 12:00:00 AM
8771281	2550	W	KATHLEEN	RD		105	PHOENIX	ARIZONA	85023	1/28/2011 12:00:00 AM
8771383	10088		GUIDANCE	WAY			HEREFORD	ARIZONA	85615	6/20/2011 12:00:00 AM
8809283	12621	S	183	AVE		2	GOODYEAR	ARIZONA	85338	4/16/2010 12:00:00 AM
8827283	10146	E	34	LN		374	YUMA	ARIZONA	85365	1/9/2012 12:00:00 AM
8838283	13128	W	AVENIDA DEL REY			133	SURPRISE	ARIZONA	85387	5/18/2012 12:00:00 AM
8901283	17437	N	13	AVE			PHOENIX	ARIZONA	85023	4/29/2011 12:00:00 AM
8930389	7780		YORKTOWN	WAY	LOT 51		FLORENCE	ARIZONA	85132	7/1/2010 12:00:00 AM
8941385	805	N	SUNSHINE	BLVD			ELOY	ARIZONA	85131	10/28/2010 12:00:00 AM
8968281	608	W	ROCK VIEW	RD			PHOENIX	ARIZONA	85085	1/7/2011 12:00:00 AM
8971384	28321	N	129	DR		1778	PEORIA	ARIZONA	85383	12/28/2011 12:00:00 AM
9000283	1230	E	LEMON	ST	APT 201		TEMPE	ARIZONA	85281	11/18/2010 12:00:00 AM
9020287	1420	E	BETHANY HOME	RD	UNIT 26		PHOENIX	ARIZONA	85014	7/8/2011 12:00:00 AM
9021289	2338	W	PORT AU PRINCE	LN			PHOENIX	ARIZONA	85023	9/22/2011 12:00:00 AM
9142383	127	E	ROTONDA	WAY		61	PRESCOTT	ARIZONA	86301	11/22/2011 12:00:00 AM
9150281	9514	N	8	ST	APT 202		PHOENIX	ARIZONA	85020	2/9/2011 12:00:00 AM
9159283	2036	S	238	LN		505	BUCKEYE	ARIZONA	85326	6/16/2011 12:00:00 AM
9201286	810	E	MORNINGSIDE	DR			PHOENIX	ARIZONA	85022	3/3/2011 12:00:00 AM
9228282	2352	N	ALSAP	DR		330	BUCKEYE	ARIZONA	85396	11/5/2010 12:00:00 AM
9269283	21516	N	262	LN		163	BUCKEYE	ARIZONA	85396	1/31/2012 12:00:00 AM
9286281	2325	N	164	AVE		49	GOODYEAR	ARIZONA	85395	11/9/2010 12:00:00 AM
9301389	123		BRADSHAW	DR	APT 302		PRESCOTT	ARIZONA	86303	3/30/2011 12:00:00 AM
9371288	16818	N	56	ST	APT 126		SCOTTSDALE	ARIZONA	85254	4/22/2011 12:00:00 AM
9390382	2725	E	MINE CREEK	RD	S GATE		PHOENIX	ARIZONA	85024	5/19/2010 12:00:00 AM
9410287	1515	E	ROVEY	AVE	UNIT 5		PHOENIX	ARIZONA	85014	8/31/2011 12:00:00 AM
9451387	10034	N	18	AVE	APT 2		PHOENIX	ARIZONA	85021	12/17/2010 12:00:00 AM
9469281	508		HORSESHOE BEND	DR		29	COTTONWOOD	ARIZONA	86326	7/24/2012 12:00:00 AM
9472387	3011	E	TC CEDAR				TUBA CITY	ARIZONA	86045	4/2/2012 12:00:00 AM
9577285	8647	E	SPOUSE	DR	UNIT C		PRESCOTT VALLEY	ARIZONA	86314	5/27/2011 12:00:00 AM
9581383	28337	N	129	DR		1779	PEORIA	ARIZONA	85383	5/6/2011 12:00:00 AM
9589282	21623	E	REUNION	RD	LOT 932		RED ROCK	ARIZONA	85145	8/29/2011 12:00:00 AM
9609287	23628	W	WIER	AVE		398	BUCKEYE	ARIZONA	85326	8/17/2012 12:00:00 AM
9620283	17839	N	49	AVE			GLENDALE	ARIZONA	85308	8/3/2012 12:00:00 AM
9691286	2016	W	CAROL ANN	WAY		80	PHOENIX	ARIZONA	85023	11/1/2011 12:00:00 AM
9694286	12645	W	PASADENA	AVE		76	LITCHFIELD PARK	ARIZONA	85340	7/20/2010 12:00:00 AM
9731387	4028	N	15	AVE	QWEST		PHOENIX	ARIZONA	85015	10/18/2010 12:00:00 AM
9792282	909	E	ORANGEWOOD	AVE			PHOENIX	ARIZONA	85020	3/3/2011 12:00:00 AM
9851381	997	E	PINE KNOLL	DR	UNIT 1135		FLAGSTAFF	ARIZONA	86001	12/7/2010 12:00:00 AM
9859287	21500	N	262	LN		164	BUCKEYE	ARIZONA	85396	1/26/2012 12:00:00 AM
9892386	5440	W	STATE	AVE	REAR		GLENDALE	ARIZONA	85301	7/9/2012 12:00:00 AM
9913288	16036	N	11	AVE	UNIT 1139		PHOENIX	ARIZONA	85023	8/4/2010 12:00:00 AM
9930288	4704	E	PARADISE VILLAGE NORTH	PKWY	APT 105		PHOENIX	ARIZONA	85032	8/7/2012 12:00:00 AM
9997283	2699	S	167	DR		139	GOODYEAR	ARIZONA	85338	4/5/2010 12:00:00 AM
10022385	18098	W	MONTECITO	AVE	LIGHTS		GOODYEAR	ARIZONA	85395	11/16/2011 12:00:00 AM
10040389	7849		DISCOVERY	WAY	LOT 95		FLORENCE	ARIZONA	85132	9/29/2011 12:00:00 AM
10042388	20435	N	7	ST	UNIT 2047		PHOENIX	ARIZONA	85024	5/2/2012 12:00:00 AM
10172283	540	N	GONZALEZ	DR		1813	SAN LUIS	ARIZONA	85349	4/14/2010 12:00:00 AM
10182285	16023	N	158	CT		173	SURPRISE	ARIZONA	85374	4/21/2010 12:00:00 AM
10191289	81		COPPER	DR			BAGDAD	ARIZONA	86321	7/27/2011 12:00:00 AM
10198289	5301	E	HALLIHAN	DR		1	CAVE CREEK	ARIZONA	85331	11/9/2011 12:00:00 AM
10210286			T05S R06E S28 NE				CASA GRANDE	ARIZONA	85122	5/7/2010 12:00:00 AM
10238284	7589		FIREBIRD	DR		35	GLENDALE	ARIZONA	85308	5/18/2012 12:00:00 AM
10245285	13621	W	GLENDALE	AVE	APT 413		GLENDALE	ARIZONA	85307	8/16/2012 12:00:00 AM
10301288	17249	N	7	ST	APT 1042		PHOENIX	ARIZONA	85022	8/8/2012 12:00:00 AM
10310286	1347	E	WELDON	AVE			PHOENIX	ARIZONA	85014	4/16/2012 12:00:00 AM
10379280	20025	N	20	ST	UNIT 102		PHOENIX	ARIZONA	85024	8/11/2010 12:00:00 AM
10381282	3686	W	3	PL	SPC C	E	YUMA	ARIZONA	85364	5/10/2012 12:00:00 AM
10549289	12959	W	CALEB	RD		2082	PEORIA	ARIZONA	85383	2/15/2010 12:00:00 AM
10552389	44401		TUMBLING ROCK	RD			SELIGMAN	ARIZONA	86337	7/24/2012 12:00:00 AM
10571282	23280	N	43	AVE			GLENDALE	ARIZONA	85310	3/16/2011 12:00:00 AM
10571283	15842	N	50	DR		8	GLENDALE	ARIZONA	85306	4/12/2011 12:00:00 AM
10571382	28353	N	129	DR		1780	PEORIA	ARIZONA	85383	10/5/2011 12:00:00 AM
10572383	940	E	JACKSON	DR	APT 336		FLAGSTAFF	ARIZONA	86001	8/18/2012 12:00:00 AM
10591281	1100	E	OSBORN	RD	UNIT 256		PHOENIX	ARIZONA	85014	8/3/2012 12:00:00 AM
10690383	53390		US HIGHWAY 60		SPC 18		MIAMI	ARIZONA	85539	4/16/2010 12:00:00 AM
10718285	2150		MALLORY				SHOW LOW	ARIZONA	85901	4/20/2012 12:00:00 AM
10735289	5376	N	BREMONT	WAY		5	PRESCOTT VALLEY	ARIZONA	86314	6/14/2011 12:00:00 AM
10738280	9834	E	SOUTH BEND	DR		199	SCOTTSDALE	ARIZONA	85255	6/12/2012 12:00:00 AM
10741381	4550	S	GAZANIA	AVE	PEDESTAL		YUMA	ARIZONA	85365	10/29/2010 12:00:00 AM
10751284	10247	N	CENTRAL	AVE		81	PHOENIX	ARIZONA	85020	5/5/2010 12:00:00 AM
10777289	9284	W	QUAIL TRACK	DR		58	PEORIA	ARIZONA	85383	9/30/2011 12:00:00 AM
10815286	3905	S	FLAGSTAFF RANCH	RD		208	FLAGSTAFF	ARIZONA	86001	12/10/2010 12:00:00 AM
10821383	997	E	PINE KNOLL	DR	APT 1534		FLAGSTAFF	ARIZONA	86001	7/28/2010 12:00:00 AM
10902281	15487	S	QUINTIN	RD		291	ARIZONA CITY	ARIZONA	85123	3/1/2011 12:00:00 AM
10951386	17810	S	WALAPAI	RD	UNIT 78		MUNDS PARK	ARIZONA	86017	12/17/2010 12:00:00 AM
11031287	21050	N	CAVE CREEK	RD	GRGE		PHOENIX	ARIZONA	85024	2/17/2011 12:00:00 AM
11071285	8045	E	DONNA	RD	PV 2	139	PRESCOTT VALLEY	ARIZONA	86314	6/14/2011 12:00:00 AM
11091288	33		HASSAYAMPA CIR MT PN ACR		LOT 33	33	PRESCOTT	ARIZONA	86303	9/7/2011 12:00:00 AM
11140288	3508	W	ACOMA	DR			PHOENIX	ARIZONA	85053	5/23/2012 12:00:00 AM
11197286	16429	W	YUCATAN	DR		166	SURPRISE	ARIZONA	85388	6/14/2012 12:00:00 AM
11238289	21074		76	AVE		74	GLENDALE	ARIZONA	85308	5/11/2012 12:00:00 AM
11250282	1117	E	SUNNYSLOPE	LN			PHOENIX	ARIZONA	85020	9/30/2010 12:00:00 AM
11312386	121	W	6	ST	UNIT 424		TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
11370283	4452	E	BROADWAY				MIAMI	ARIZONA	85539	8/14/2012 12:00:00 AM
11398287	26102	W	TONTO	LN		2	BUCKEYE	ARIZONA	85396	6/17/2010 12:00:00 AM
11421280	1746	E	SAN GABRIEL	DR			YUMA	ARIZONA	85365	8/11/2010 12:00:00 AM
11428281	11250	E	HIGHWAY 69		SPC 2142		DEWEY	ARIZONA	86327	8/23/2011 12:00:00 AM
11428284	16972	W	MAGNOLIA	ST		54	GOODYEAR	ARIZONA	85338	3/4/2010 12:00:00 AM
11460289	1425	E	DESERT COVE	AVE	APT 39		PHOENIX	ARIZONA	85020	2/2/2010 12:00:00 AM
11479286	20025	N	20	ST	UNIT 103		PHOENIX	ARIZONA	85024	8/11/2010 12:00:00 AM
11482389	2860	W	5	ST	B		YUMA	ARIZONA	85364	5/30/2012 12:00:00 AM
11575289	12421	W	MORNING VISTA	LN		12	PEORIA	ARIZONA	85383	8/9/2010 12:00:00 AM
11587281	1863	S	161	AVE		117	GOODYEAR	ARIZONA	85338	2/4/2010 12:00:00 AM
11590286	14238	N	26	LN			PHOENIX	ARIZONA	85023	1/11/2012 12:00:00 AM
11601386	2317	S	34	DR	APT 54		YUMA	ARIZONA	85364	5/19/2010 12:00:00 AM
11621285	120		KATER	RD			AJO	ARIZONA	85321	12/20/2011 12:00:00 AM
11652385	19292	W	JEFFERSON	ST		283	BUCKEYE	ARIZONA	85326	7/31/2012 12:00:00 AM
11722382	601	S	FARMER	AVE	UNIT 101		TEMPE	ARIZONA	85281	11/4/2011 12:00:00 AM
11817288	3167	N	EVERGREEN	ST		1016	BUCKEYE	ARIZONA	85396	5/1/2012 12:00:00 AM
11849281	2052	S	238	LN		506	BUCKEYE	ARIZONA	85326	9/23/2011 12:00:00 AM
11869285	3400	S	AVENUE 7E		UNIT 126		YUMA	ARIZONA	85365	10/6/2010 12:00:00 AM
11902388	41125	N	DAISY MOUNTAIN	DR	STE 117		PHOENIX	ARIZONA	85086	7/14/2011 12:00:00 AM
11921388	23924	N	23	PL			PHOENIX	ARIZONA	85024	5/12/2011 12:00:00 AM
11952387	33740	W	RAINBOW TRAIL	RD			ARLINGTON	ARIZONA	85322	4/11/2012 12:00:00 AM
12026281	4965	S	TOPAZ	RD		2	FLAGSTAFF	ARIZONA	86001	8/13/2010 12:00:00 AM
12051389	3400	S	KOFA	DR	APT 389		FLAGSTAFF	ARIZONA	86001	11/24/2010 12:00:00 AM
12061289	522	E	RIMROCK	DR		51	PHOENIX	ARIZONA	85024	8/7/2012 12:00:00 AM
12061387	320	W	ERIE		APT C		HOLBROOK	ARIZONA	86025	12/17/2010 12:00:00 AM
12068289	27418	N	58	LN		2	PHOENIX	ARIZONA	85083	1/22/2010 12:00:00 AM
12090280	2001	W	CHERYL	DR	STE 2C		PHOENIX	ARIZONA	85021	4/13/2011 12:00:00 AM
12112283	1523	E	CHARLESTON	AVE		12	PHOENIX	ARIZONA	85022	12/2/2010 12:00:00 AM
12150285	916	E	DIANA	AVE			PHOENIX	ARIZONA	85020	7/3/2012 12:00:00 AM
12159289	23822	W	HARRISON	DR		187	BUCKEYE	ARIZONA	85326	8/25/2010 12:00:00 AM
12180384	10802	N	92	ST			SCOTTSDALE	ARIZONA	85260	2/12/2010 12:00:00 AM
12201384	904	N	INDIAN PAINTBRUSH				PAYSON	ARIZONA	85541	5/28/2010 12:00:00 AM
12284281	808	W	WINWARD	CT			PHOENIX	ARIZONA	85086	1/3/2012 12:00:00 AM
12311382	11090	W	COGGINS	DR	QWEST		SUN CITY	ARIZONA	85351	8/10/2010 12:00:00 AM
12317287	2060	N	164	AVE		3	GOODYEAR	ARIZONA	85395	3/24/2010 12:00:00 AM
12321385	1830	E	DEVONSHIRE	AVE	QWEST		PHOENIX	ARIZONA	85016	11/24/2010 12:00:00 AM
12332387	13355	N	YAQUI	DR		202	PRESCOTT	ARIZONA	86305	11/10/2011 12:00:00 AM
12358289	18060	W	TURNEY	AVE		305	GOODYEAR	ARIZONA	85395	7/13/2011 12:00:00 AM
12381388	1051	N	CENTRAL	AVE	SPC 133		SHOW LOW	ARIZONA	85901	4/19/2011 12:00:00 AM
12387288	9178	E	HOVERLAND	RD		11	SCOTTSDALE	ARIZONA	85255	6/22/2011 12:00:00 AM
12401282	1401	E	BELL	RD			PHOENIX	ARIZONA	85022	12/2/2010 12:00:00 AM
12401287	16402	N	11	ST			PHOENIX	ARIZONA	85022	7/13/2011 12:00:00 AM
12407280	1405		MCKAY	WAY		11	CHINO VALLEY	ARIZONA	86323	8/25/2011 12:00:00 AM
12410280	14049	N	48	AVE			GLENDALE	ARIZONA	85306	2/4/2010 12:00:00 AM
12410286	4702	W	REDFIELD	RD			GLENDALE	ARIZONA	85306	10/11/2011 12:00:00 AM
12410384	5447	W	HOBBY HORSE	DR		2	PHOENIX	ARIZONA	85083	1/12/2010 12:00:00 AM
12411380	38898	N	CAVE CREEK	RD			SCOTTSDALE	ARIZONA	85262	2/10/2012 12:00:00 AM
12412381	121	W	6	ST	UNIT 425		TEMPE	ARIZONA	85281	8/11/2011 12:00:00 AM
12457282	7543	W	SPUR	DR		373	PEORIA	ARIZONA	85383	4/29/2010 12:00:00 AM
12458281	18988	N	101	ST		1	SCOTTSDALE	ARIZONA	85255	10/20/2011 12:00:00 AM
12501383	4094	S	CEDAR	AVE		47	YUMA	ARIZONA	85365	5/12/2010 12:00:00 AM
12520286	5500	N	1	ST			PHOENIX	ARIZONA	85012	4/18/2012 12:00:00 AM
12621289	6330	N	7	AVE			PHOENIX	ARIZONA	85013	8/27/2010 12:00:00 AM
12630389	1717	N	167	DR		4	GOODYEAR	ARIZONA	85395	4/9/2010 12:00:00 AM
12670384	11547	S	RENEE	AVE	B		YUMA	ARIZONA	85367	1/25/2010 12:00:00 AM
12681384	1533		GAVIN HOA PEDESTAL			70	FLAGSTAFF	ARIZONA	86001	4/18/2011 12:00:00 AM
12682288	1820	E	MONREAL	LN		1949	SAN LUIS	ARIZONA	85349	8/5/2010 12:00:00 AM
12702281	17030	N	49	ST	UNIT 1165	35A	SCOTTSDALE	ARIZONA	85254	8/17/2012 12:00:00 AM
12732389	20435	N	7	ST	UNIT 2091		PHOENIX	ARIZONA	85024	6/14/2012 12:00:00 AM
12740386	16728	W	BERKELEY	RD		2	GOODYEAR	ARIZONA	85395	8/21/2012 12:00:00 AM
12782382	27195	W	BEHREND	DR		4	BUCKEYE	ARIZONA	85396	7/6/2012 12:00:00 AM
12859280	21484	N	262	LN		165	BUCKEYE	ARIZONA	85396	11/10/2011 12:00:00 AM
12911384	5825	E	ASHLER HILLS	DR		130	CAVE CREEK	ARIZONA	85331	5/21/2012 12:00:00 AM
12928282	5041	N	193	AVE		231	LITCHFIELD PARK	ARIZONA	85340	4/9/2010 12:00:00 AM
12951285	8649	E	LAREDO	DR	STE A	6467	PRESCOTT VALLEY	ARIZONA	86314	6/2/2011 12:00:00 AM
13009288	389		AF LEWIS-BUSINESS				ASH FORK	ARIZONA	86320	3/1/2010 12:00:00 AM
13079280	5342	E	BARWICK	DR		251	CAVE CREEK	ARIZONA	85331	10/15/2010 12:00:00 AM
13101384	4394		EAGLE FEATHER	CIR		156	PINE	ARIZONA	85544	4/15/2010 12:00:00 AM
13120281	6235	N	10	PL	UNIT 4		PHOENIX	ARIZONA	85014	10/27/2011 12:00:00 AM
13181384	46628		HIGHWAY 60				SALOME	ARIZONA	85348	4/14/2011 12:00:00 AM
13181385	12990	W	ROY ROGERS	RD		2292	PEORIA	ARIZONA	85383	7/19/2011 12:00:00 AM
13200280	9319	E	JENAN	DR			SCOTTSDALE	ARIZONA	85260	8/17/2012 12:00:00 AM
13280286	2645	E	PHELPS	RD			PHOENIX	ARIZONA	85032	1/5/2012 12:00:00 AM
13300289	815	E	MARYLAND	AVE	UNIT 11		PHOENIX	ARIZONA	85014	10/27/2011 12:00:00 AM
13332382	20435	N	7	ST	UNIT 2026		PHOENIX	ARIZONA	85024	5/2/2012 12:00:00 AM
13339280	23770	W	YAVAPAI	ST		2	BUCKEYE	ARIZONA	85326	7/16/2010 12:00:00 AM
13410284	4412	W	SUNNYSIDE	AVE			GLENDALE	ARIZONA	85304	7/24/2012 12:00:00 AM
13452383	6712		RICKS	LN			PINE	ARIZONA	85544	12/6/2011 12:00:00 AM
13461383	29410	N	214	DR			WITTMANN	ARIZONA	85361	8/5/2011 12:00:00 AM
13530285	3609	W	BANFF	LN			PHOENIX	ARIZONA	85053	7/12/2010 12:00:00 AM
13576280	2411	W	BAJADA	RD		94	PHOENIX	ARIZONA	85085	9/1/2010 12:00:00 AM
13581381	9830	E	RUNNING DEER	TRL			SCOTTSDALE	ARIZONA	85262	8/19/2011 12:00:00 AM
13590280	13227	N	26	AVE			PHOENIX	ARIZONA	85029	2/15/2012 12:00:00 AM
13609289	25155	N	67	AVE	STE 138		PHOENIX	ARIZONA	85083	5/6/2010 12:00:00 AM
13636281	14336	N	136	LN		2	SURPRISE	ARIZONA	85379	3/23/2010 12:00:00 AM
13732384	95		SOLDIER PASS	RD			SEDONA	ARIZONA	86336	1/20/2012 12:00:00 AM
13791283	47	W	SIERRA VISTA	DR			PHOENIX	ARIZONA	85013	2/9/2010 12:00:00 AM
13802289	15614	N	13	AVE		15	PHOENIX	ARIZONA	85023	7/7/2011 12:00:00 AM
13820384	918	S	LITCHFIELD	RD			GOODYEAR	ARIZONA	85338	1/28/2010 12:00:00 AM
13821380	7600	W	PATRIOT	WAY	LOT 15		FLORENCE	ARIZONA	85132	8/16/2011 12:00:00 AM
13856286	11026	E	WILDCAT HILL	RD		166	SCOTTSDALE	ARIZONA	85262	8/24/2010 12:00:00 AM
13952382	251	S	MOOSE POINT				TONTO BASIN	ARIZONA	85553	2/22/2012 12:00:00 AM
13996280	15655	W	CAMPBELL	AVE		88	GOODYEAR	ARIZONA	85395	11/22/2011 12:00:00 AM
14040288	5009	E	PARADISE	DR			SCOTTSDALE	ARIZONA	85254	2/23/2011 12:00:00 AM
14069282	3400	S	AVENUE 7E		UNIT 375		YUMA	ARIZONA	85365	12/8/2010 12:00:00 AM
14106288	1420	S	BENT CREEK	LN			CORNVILLE	ARIZONA	86325	12/14/2011 12:00:00 AM
14117285	16532	W	ALMERIA	RD		73	GOODYEAR	ARIZONA	85395	1/31/2011 12:00:00 AM
14121289	6543	N	7	AVE			PHOENIX	ARIZONA	85013	6/14/2010 12:00:00 AM
14159283	12936	W	FOSSIL	DR		2107	PEORIA	ARIZONA	85383	4/1/2011 12:00:00 AM
14251383	8002	W	BEARDSLEY	RD	LIGHTS		PEORIA	ARIZONA	85382	11/5/2010 12:00:00 AM
14287288	15897	W	JENAN	DR		392	SURPRISE	ARIZONA	85379	5/8/2012 12:00:00 AM
14288287	1361	S	MARICOPA			2	FLAGSTAFF	ARIZONA	86001	3/1/2012 12:00:00 AM
14301289	548	E	SACK	DR			PHOENIX	ARIZONA	85024	3/7/2011 12:00:00 AM
14321385	997	E	PINE KNOLL	DR	UNIT 1712		FLAGSTAFF	ARIZONA	86001	7/28/2010 12:00:00 AM
14337285	18129	W	SUNNYSLOPE	LN		1072	WADDELL	ARIZONA	85355	8/11/2012 12:00:00 AM
14386284	6044	S	CUPRITE	TRL		9	FLAGSTAFF	ARIZONA	86001	1/29/2010 12:00:00 AM
14413287	8315	E	OVERLOOK	DR		30	SCOTTSDALE	ARIZONA	85255	3/14/2012 12:00:00 AM
14542388	1506	S	SAN FRANCISCO	ST	APT 605		FLAGSTAFF	ARIZONA	86001	6/26/2012 12:00:00 AM
14568280	16478	W	LILAC	ST		2	GOODYEAR	ARIZONA	85338	3/10/2010 12:00:00 AM
14671384	38951	N	26	ST	WELL		CAVE CREEK	ARIZONA	85331	3/28/2011 12:00:00 AM
14749287	12930	W	FOSSIL	DR		2108	PEORIA	ARIZONA	85383	12/2/2010 12:00:00 AM
14801388			COLORADO SUB				PARKER	ARIZONA	85344	6/9/2010 12:00:00 AM
14808289	20994	W	WESTERN	DR		104	BUCKEYE	ARIZONA	85396	12/8/2010 12:00:00 AM
14820280	37233	W	BUCKEYE	RD	TRLR 14		TONOPAH	ARIZONA	85354	11/2/2011 12:00:00 AM
14880281	18002	N	40	PL	APT 104		PHOENIX	ARIZONA	85032	2/12/2011 12:00:00 AM
14910385	295	E	12	PL		55	SOMERTON	ARIZONA	85350	8/9/2010 12:00:00 AM
15079286	4044	E	CRIMSON	TER		1	CAVE CREEK	ARIZONA	85331	2/1/2011 12:00:00 AM
15090281	890	E	CHANDLER	BLVD			CHANDLER	ARIZONA	85225	3/1/2011 12:00:00 AM
15121284	2520		IRON SPRINGS	RD	SV		SKULL VALLEY	ARIZONA	86338	8/28/2012 12:00:00 AM
15141389	6843	N	59	DR	QWEST		GLENDALE	ARIZONA	85301	10/14/2010 12:00:00 AM
15150287	811	E	PUGET	AVE			PHOENIX	ARIZONA	85020	3/22/2010 12:00:00 AM
15218287	2838	E	TRACY	LN	UNIT 4	48	PHOENIX	ARIZONA	85032	3/19/2012 12:00:00 AM
15237283	1920	E	BELL	RD	UNIT 1131		PHOENIX	ARIZONA	85022	7/30/2012 12:00:00 AM
15318287	3228	W	GRAN PARADISO	DR		16	PHOENIX	ARIZONA	85086	9/21/2011 12:00:00 AM
15331389	5101	N	15	ST	QWEST		PHOENIX	ARIZONA	85014	10/15/2010 12:00:00 AM
15338283	67911		MESQUITE				SALOME	ARIZONA	85348	6/15/2011 12:00:00 AM
15341283	1017	E	MARYLAND	AVE	HSE		PHOENIX	ARIZONA	85014	12/13/2010 12:00:00 AM
15360287	2820	W	LAUREL	LN	APT 115		PHOENIX	ARIZONA	85029	8/1/2012 12:00:00 AM
15368289	16464	W	LILAC	ST		3	GOODYEAR	ARIZONA	85338	2/25/2010 12:00:00 AM
15410288	4702	W	SHAW BUTTE	DR			GLENDALE	ARIZONA	85304	5/24/2012 12:00:00 AM
15429289	13048	W	RANCHO SANTA FE	BLVD	STE 111		AVONDALE	ARIZONA	85392	6/6/2011 12:00:00 AM
15450383	34651	S	MUD SPRINGS	RD	TRLR		BLACK CANYON CITY	ARIZONA	85324	4/2/2010 12:00:00 AM
15556286	15129	W	GLENROSA	AVE		210	GOODYEAR	ARIZONA	85395	4/1/2010 12:00:00 AM
15603389	2617	S	BLUE BIRD	CT			FLAGSTAFF	ARIZONA	86001	8/14/2012 12:00:00 AM
15617288	1796	N	144	DR		1	GOODYEAR	ARIZONA	85395	1/14/2011 12:00:00 AM
15637281	16613	W	WASHINGTON	ST		35	GOODYEAR	ARIZONA	85338	5/14/2010 12:00:00 AM
15669284	3400	S	AVENUE 7E		UNIT 402		YUMA	ARIZONA	85365	12/9/2010 12:00:00 AM
15722385	704	N	ROCK SAGE	CIR			PAYSON	ARIZONA	85541	9/8/2011 12:00:00 AM
15742382			PINE LOOP	RD			SEDONA	ARIZONA	86336	4/27/2012 12:00:00 AM
15770286	601	N	ARIZONA	AVE			CHANDLER	ARIZONA	85225	5/12/2011 12:00:00 AM
15801380	9477	E	DESERT CAMP	DR			SCOTTSDALE	ARIZONA	85255	12/16/2011 12:00:00 AM
15841385	17520	W	REDWOOD	LN		3	GOODYEAR	ARIZONA	85338	12/5/2011 12:00:00 AM
15900287	920	N	ARIZONA	AVE	STE 6		CHANDLER	ARIZONA	85225	3/14/2011 12:00:00 AM
15962386	802	E	JACKSON	DR	APT 438		FLAGSTAFF	ARIZONA	86001	8/18/2012 12:00:00 AM
16041283	2834	E	TRACY	LN	UNIT 2	46	PHOENIX	ARIZONA	85032	1/19/2012 12:00:00 AM
16138288	21910	N	38	PL		140	PHOENIX	ARIZONA	85050	12/6/2011 12:00:00 AM
16152384	212		RIVERSIDE	DR	UNIT C		PARKER	ARIZONA	85344	1/4/2012 12:00:00 AM
16168283	17953	W	CASSIA	WAY		2	GOODYEAR	ARIZONA	85338	10/11/2011 12:00:00 AM
16200383	28425	N	BLACK CANYON	HWY	APT 2057		PHOENIX	ARIZONA	85085	1/15/2010 12:00:00 AM
16221380	1630	E	MEADOWBROOK	AVE	QWEST		PHOENIX	ARIZONA	85016	9/28/2010 12:00:00 AM
16251381	10080	W	TOUGH COUNTRY	TRL			SKULL VALLEY	ARIZONA	86338	12/1/2010 12:00:00 AM
16301389	2317	S	34	DR	APT 47		YUMA	ARIZONA	85364	5/19/2010 12:00:00 AM
16332382	20435	N	7	ST	UNIT 1091		PHOENIX	ARIZONA	85024	6/14/2012 12:00:00 AM
